Unnamed: 0,Dados,Frase do usuário,Intenção,sentenceWithoutStopWord
73,2021-04-12 18:00:06 +00:00,sim de devolucao e estou do dinheiro ,FazerTroca,devolucao dinheiro
83,2021-04-14 00:12:53 +00:00,tenho um produto com defeito ,FazerTroca,produto defeito
89,2021-03-22 21:39:39 +00:00,ver politica de troca ,FazerTroca,politica troca
108,2021-03-23 09:56:06 +00:00,meu produto esta com defeito,FazerTroca,produto defeito
121,2021-03-19 04:25:11 +00:00,preciso de refil de escova alisadora rotativa branca e rosa.,FazerTroca,preciso refil escova alisadora rotativa branca rosa
145,2021-03-26 21:43:09 +00:00,💲dinheiro de volta,FazerTroca,dinheiro volta
159,2021-04-12 21:16:30 +00:00,gostaria da especificacao de um produto,FazerTroca,gostaria especificacao produto
170,2021-04-01 15:41:00 +00:00,"o meu produto nao chegou, eu gostaria de saber se eu poderia mudar o cep ?",FazerTroca,produto chegou gostaria poderia mudar cep
172,2021-04-06 21:28:10 +00:00,solicitei uma troca no dia 29/03 meu novo produto ja foi enviado ?,FazerTroca,solicitei troca produto enviado
176,2021-03-20 15:14:55 +00:00,reparar produto,FazerTroca,reparar produto
196,2021-03-26 14:51:21 +00:00,duvidas antes de adquirir um produto,FazerTroca,duvidas adquirir produto
200,2021-04-14 20:13:05 +00:00,"minha prancha deu defeito ,preciso do numero de uma assistencia tecnica ",FazerTroca,prancha deu defeito preciso numero assistencia tecnica
206,2021-04-12 14:58:07 +00:00,"bom dia, gostaria de saber uma assistencia tecnica na zona sul, rio de janeiro ",FazerTroca,gostaria assistencia tecnica zona sul rio janeiro
210,2021-03-18 00:22:13 +00:00,assistencia tecnica de produto fora da garantia,FazerTroca,assistencia tecnica produto garantia
227,2021-04-12 18:00:42 +00:00,estorno do dinheiro,FazerTroca,estorno dinheiro
262,2021-03-29 22:36:37 +00:00,enviar nota para trocar por outra,FazerTroca,enviar nota trocar
278,2021-04-10 02:17:33 +00:00,cancelar o produto,FazerTroca,cancelar produto
281,2021-03-21 23:54:58 +00:00,devolucao,FazerTroca,devolucao
288,2021-03-31 14:49:54 +00:00,troca,FazerTroca,troca
312,2021-03-17 16:58:23 +00:00,olhar atualizacao de entrega,FazerTroca,olhar atualizacao entrega
316,2021-04-11 00:50:10 +00:00,"ola, comprei um secador da gama nas lojas magazine luiza, porem faz menos de um ano e o secador de cabelo ja estragou, se usei 20 vezes foi muito a loja nao quer trocar o produto ",FazerTroca,comprei secador gama lojas magazine luiza porem ano secador cabelo estragou usei loja trocar produto
341,2021-04-14 15:55:22 +00:00,como posso encontra este produto ,FazerTroca,como encontra produto
342,2021-03-28 10:35:41 +00:00,produto queimado,FazerTroca,produto queimado
343,2021-04-13 16:06:21 +00:00,quero saber como faco a troca chegou toda quebrada a maquina que comprei ,FazerTroca,como faco troca chegou quebrada maquina comprei
363,2021-04-03 22:29:10 +00:00,como eu faco para ter concerto com voces de uma maquina marca de voces,FazerTroca,como faco concerto maquina marca
390,2021-04-08 12:49:00 +00:00,gostaria de ser excluido da lista de recebimento de emails epmuniz@gmailcom ,FazerTroca,gostaria excluido lista recebimento emails
397,2021-04-12 22:27:57 +00:00,essa maquina de 99 reais seproria boa quanto a gama pro 8 que eu tenho?,FazerTroca,maquina reais seproria gama pro
403,2021-03-29 15:21:17 +00:00,quanto pesa o produto?,FazerTroca,pesa produto
413,2021-03-29 21:22:19 +00:00,"erraram no envio, e vieram 2 pentes de 12mm e nenhum de 9mm",FazerTroca,erraram envio vieram pentes mm nenhum mm
420,2021-03-23 19:29:01 +00:00,☑voltar ao menu,FazerTroca,voltar menu
431,2021-03-31 16:38:28 +00:00,tenho um produto um secador de cabelo ,FazerTroca,produto secador cabelo
448,2021-03-18 00:38:01 +00:00,gostaria de saber se tem este modelo de secador na voltagem 220,FazerTroca,gostaria modelo secador voltagem
475,2021-04-02 12:39:59 +00:00,quando o produto ira ser disponibilizado ,FazerTroca,produto ira disponibilizado
478,2021-04-12 17:59:25 +00:00,"quero devolver o produto porque estan com defeitos, ja li a politica de devolucao e estou dentro do prazo.",FazerTroca,devolver produto estan defeitos li politica devolucao prazo
499,2021-04-16 18:42:11 +00:00,preciso de uma assistencia tecnica em belem ,FazerTroca,preciso assistencia tecnica belem
504,2021-03-20 17:46:23 +00:00,gostaria de saber quando o meu produto vai chegar ,FazerTroca,gostaria produto chegar
505,2021-04-13 15:09:34 +00:00,como faco para revender?,FazerTroca,como faco revender
530,2021-04-17 16:09:35 +00:00,gostaria de saber a diferenca dos produtos ,FazerTroca,gostaria diferenca produtos
551,2021-04-06 21:28:58 +00:00,minha troca ja foi enviada ?,FazerTroca,troca enviada
561,2021-03-26 14:07:12 +00:00,qual voltagem do produto,FazerTroca,qual voltagem produto
563,2021-04-06 21:27:17 +00:00,gostaria de saber como esta meu processo de troca,FazerTroca,gostaria como processo troca
600,2021-03-24 21:03:48 +00:00,reparo de produto,FazerTroca,reparo produto
614,2021-04-12 13:08:18 +00:00,"bom dia, eu gostaria da segunda via da nota fiscal e possivel ? pois nao acho a minha ",FazerTroca,gostaria via nota fiscal possivel acho
620,2021-03-23 19:29:34 +00:00,quero fazer uma devolucao,FazerTroca,devolucao
640,2021-03-31 14:50:40 +00:00,status da troca,FazerTroca,status troca
641,2021-04-01 16:29:21 +00:00,secador com defeito ,FazerTroca,secador defeito
653,2021-04-13 20:31:14 +00:00,produto veio danificado ,FazerTroca,produto veio danificado
667,2021-04-16 18:05:59 +00:00,queria uma segunda via da nota fiscal,FazerTroca,queria via nota fiscal
677,2021-03-23 18:22:21 +00:00,"eu ganhei uma escova rotativa turbo de presente usei por 4 vezes, e a escova simplesmente prou de girar ",FazerTroca,ganhei escova rotativa turbo presente usei escova simplesmente prou girar
692,2021-04-02 19:33:52 +00:00,boa tarde eu tenho uma chapa antiga da gama e ja vai nao tenho mais a caixa e o papel de descricao do produto mas gostaria de saber qual a temperatura maxima dessa chapa para ver se posso usar no meu cabelo agora ,FazerTroca,chapa antiga gama caixa papel descricao produto gostaria qual temperatura maxima chapa cabelo
696,2021-04-06 21:37:18 +00:00,"ja abri a solicitacao de troca, gostaria de acompanhar o andamento",FazerTroca,abri solicitacao troca gostaria acompanhar andamento
699,2021-04-06 21:34:48 +00:00,gostaria de acompanhar minha devolucao,FazerTroca,gostaria acompanhar devolucao
701,2021-04-12 18:03:10 +00:00,quero devolver o aparelho de cortar cabelo porque esta com defeito recebi agora esse aparelho.,FazerTroca,devolver aparelho cortar cabelo defeito recebi aparelho
703,2021-03-30 20:42:07 +00:00,sou logista gostaria de contato do representante da gama no parana,FazerTroca,logista gostaria contato representante gama parana
707,2021-03-26 19:45:22 +00:00,gostaria de saber o endereco da assistencia tecnica na cidade de sao luis ma ,FazerTroca,gostaria endereco assistencia tecnica cidade sao luis ma
709,2021-03-29 21:22:48 +00:00,veio faltando o pente de 9mm,FazerTroca,veio faltando pente mm
711,2021-03-17 15:38:53 +00:00,garantia do produto,FazerTroca,garantia produto
733,2021-04-07 19:25:01 +00:00,gostaria de saber quando minha troca sera enviada,FazerTroca,gostaria troca sera enviada
747,2021-03-26 22:04:10 +00:00,boa noite! o massageador salut nao esta funcionando parece que algum parafuso soltou como faco para levar na assistencia? moro em camacari ja tem mais de 15 dias quebrado se nao me engano antes de 1 mes de uso.,FazerTroca,noite massageador salut funcionando algum parafuso soltou como faco levar assistencia moro camacari dias quebrado engano mes uso
781,2021-04-16 10:21:40 +00:00,peso do produto,FazerTroca,peso produto
792,2021-04-11 00:50:57 +00:00,"sou o assistente virtual da gama italy 21:49 ola, comprei um secador da gama nas lojas magazine luiza, porem faz menos de um ano e o secador de cabelo ja estragou, se usei 20 vezes foi muito a loja nao quer trocar o produto ",FazerTroca,assistente virtual gama italy comprei secador gama lojas magazine luiza porem ano secador cabelo estragou usei loja trocar produto
796,2021-04-07 00:48:21 +00:00,meu cpf e produto com defeito,FazerTroca,cpf produto defeito
798,2021-03-28 10:35:23 +00:00,"prezados, tenho uma escova rotativa que queimou do nada como posso fazer?",FazerTroca,prezados escova rotativa queimou como
800,2021-03-18 15:19:06 +00:00,prancha com defeito,FazerTroca,prancha defeito
801,2021-04-15 19:48:42 +00:00,gostaria de retirar o produto na loja,FazerTroca,gostaria retirar produto loja
802,2021-04-05 11:18:16 +00:00,devolvi um produto e ainda nao reembolsaram meu dinheiro ,FazerTroca,devolvi produto reembolsaram dinheiro
809,2021-04-05 14:40:25 +00:00,gostaria de trocar meu secador por outro pois ele ainda ta no prazo de garantia de fabrica ,FazerTroca,gostaria trocar secador outro prazo garantia fabrica
815,2021-04-15 23:34:12 +00:00,fui ligar ele e queimou nem cheguei a usar,FazerTroca,ligar queimou cheguei
816,2021-04-17 15:06:21 +00:00,maquina com defeito,FazerTroca,maquina defeito
820,2021-04-16 01:33:12 +00:00,quai das maquinas e melhor para fazer degrade a fade ou a zero?,FazerTroca,quai maquinas melhor degrade fade
830,2021-03-26 16:37:59 +00:00,o produto de 149 quando tem em estoque?,FazerTroca,produto estoque
837,2021-04-12 14:58:54 +00:00,preciso de telefone de uma assistencia tecnica na zona sul ,FazerTroca,preciso telefone assistencia tecnica zona sul
853,2021-04-02 12:39:35 +00:00,produto indisponivel ,FazerTroca,produto indisponivel
854,2021-03-29 17:58:25 +00:00,"boa tarde, gostaria de tirar uma duvida",FazerTroca,gostaria tirar duvida
869,2021-03-22 21:13:56 +00:00,bateria da fit care,FazerTroca,bateria fit care
877,2021-04-16 11:57:41 +00:00,gostaria de saber se o produto parka com capuz malwee com numero de identificacao 13084 ´e impermeavel,FazerTroca,gostaria produto parka capuz malwee numero identificacao impermeavel
887,2021-04-26 20:19:41 +00:00,esse valor e por atacado? ,FazerTroca,atacado
898,2021-03-26 21:24:58 +00:00,"diz que teve tentativa de entrega, mas foi recusado pelo destinatario, mas o destinatario nao recusou ou recebeunada",FazerTroca,tentativa entrega recusado destinatario destinatario recusou recebeunada
901,2021-05-11 20:38:33 +00:00,gostaria de algum codigo de desconto,FazerTroca,gostaria algum codigo desconto
908,2021-05-07 17:45:25 +00:00,para esse produto tinha uma postagem de troca queriaconfirma qual era o prazo,FazerTroca,produto tinha postagem troca queriaconfirma qual prazo
918,2021-03-31 12:38:39 +00:00,quero a devolucao do valor pago,FazerTroca,devolucao pago
924,2021-03-10 04:30:59 +00:00,nao recebi meu produto,FazerTroca,recebi produto
940,2021-04-27 23:09:51 +00:00,nao recebi os produtos,FazerTroca,recebi produtos
963,2021-04-01 12:25:17 +00:00,como faco para pagar com pix?,FazerTroca,como faco pagar pix
976,2021-05-12 16:07:22 +00:00,nao recebi o produto,FazerTroca,recebi produto
8,2021-03-12 20:33:05 +00:00,produto ja foi entregue,FazerTroca,produto entregue
13,2021-04-26 16:13:01 +00:00,pq esta como pagamento pendente se fiz o pagamento dia 23 de abril?,FazerTroca,pq como pagamento pendente pagamento abril
30,2021-04-08 11:03:08 +00:00,preciso da nota fiscal para devolver os produtos,FazerTroca,preciso nota fiscal devolver produtos
41,2021-05-08 00:44:10 +00:00,"ola, preciso de um contato de vendedor em jaragua do sul ",FazerTroca,preciso contato vendedor jaragua sul
47,2021-05-10 20:41:16 +00:00,faz tempo que paguei,FazerTroca,paguei
52,2021-04-15 17:54:04 +00:00,nao veio a nota fiscal.,FazerTroca,veio nota fiscal
65,2021-04-18 12:48:30 +00:00,troca por defeito,FazerTroca,troca defeito
80,2021-04-11 23:43:44 +00:00,"samuel silva oliveira area rural estacao ferroviaria ytirapua s/n° - zona rural fadminas - campus i, ac maviel da silva gomes cpf 637.121.483-72 area rural de lavras - lavras - mg 37209-899",FazerTroca,samuel silva oliveira area rural estacao ferroviaria ytirapua s n zona rural fadminas campus i ac maviel silva gomes cpf area rural lavras lavras mg
83,2021-04-29 12:20:36 +00:00,"bom dia! meus produtos ainda nao foram entregues previsao de entrega dia 28/4. pode verificar o que houve, por favor.",FazerTroca,produtos entregues previsao entrega verificar houve
85,2021-04-19 23:26:46 +00:00,eu quero a segunda via da not fiscal de um produto,FazerTroca,via not fiscal produto
90,2021-05-08 16:41:45 +00:00,aqui coloca despachado mas ainda nao recebi ,FazerTroca,coloca despachado recebi
93,2021-04-06 16:47:08 +00:00,onde visualizo o credito referente a devolucao?,FazerTroca,onde visualizo credito referente devolucao
102,2021-05-17 11:50:54 +00:00,como faco pra revender,FazerTroca,como faco pra revender
103,2021-03-07 02:56:35 +00:00,nao e troca e estorno do dinheiro,FazerTroca,troca estorno dinheiro
122,2021-04-13 18:22:59 +00:00,"ola, por gentileza, gostaria de saber sobre a efetividade da protecao da mascara malwee antiviral em razao de ser modelo com costura frontal obrigada ",FazerTroca,gentileza gostaria efetividade protecao mascara malwee antiviral razao modelo costura frontal
130,2021-05-02 02:31:01 +00:00,preciso fazer a troca do e-mail e nao consigo.,FazerTroca,preciso troca consigo
133,2021-04-30 18:51:33 +00:00,"boa tarde, vi que os produtos estaoa sendo devolvidos ao remetente",FazerTroca,vi produtos estaoa sendo devolvidos remetente
139,2021-04-15 16:22:59 +00:00,"boa tarde , solicito a troca das camisetas de g para m",FazerTroca,solicito troca camisetas g m
152,2021-05-17 13:30:55 +00:00,tabela de medidas,FazerTroca,tabela medidas
162,2021-04-12 15:18:38 +00:00,gostaria da tabela de medidas ,FazerTroca,gostaria tabela medidas
163,2021-04-22 14:26:55 +00:00,"bom dia, fiz uma compra na dafiti mas era voces que estavam na entrega, preciso fazer umas observacoes para troca, pois a dafiti nao iria conseguir repassar a informacao.",FazerTroca,compra dafiti estavam entrega preciso observacoes troca dafiti iria conseguir repassar informacao
179,2021-04-08 12:56:41 +00:00,troca dois produtos,FazerTroca,troca produtos
182,2021-03-02 12:56:39 +00:00,devolucao de dinheiro,FazerTroca,devolucao dinheiro
199,2021-04-07 14:58:27 +00:00,bom dia! gostaria de saber a medida de um produto plus size!! ,FazerTroca,gostaria medida produto plus size
206,2021-04-28 22:11:58 +00:00,troca ,FazerTroca,troca
208,2021-03-04 14:06:44 +00:00,preciso fazer uma troca,FazerTroca,preciso troca
211,2021-05-14 01:18:07 +00:00,como faco pra o catalogo ? ,FazerTroca,como faco pra catalogo
219,2021-04-04 20:30:48 +00:00,apartir de quanto sai pra revenda a camiseta da mawe,FazerTroca,apartir sai pra revenda camiseta mawe
228,2021-04-19 21:04:10 +00:00,ola! ganhei um codigo de desconto mas nao entra pede codigo do vendedor como faco p obter desconto?,FazerTroca,ganhei codigo desconto entra pede codigo vendedor como faco p obter desconto
234,2021-05-04 12:52:23 +00:00,trocar e mail,FazerTroca,trocar mail
236,2021-05-08 12:09:28 +00:00,a retirada da troca nao foi feita ate agora ,FazerTroca,retirada troca feita ate
242,2021-04-07 19:11:41 +00:00,a pagina de rastreamento esta com erro,FazerTroca,pagina rastreamento erro
249,2021-05-12 12:38:59 +00:00,gostaria de modificar o tamanho da calca e possivel?,FazerTroca,gostaria modificar tamanho calca possivel
250,2021-05-15 15:09:37 +00:00,tabela de tamanhos,FazerTroca,tabela tamanhos
252,2021-04-28 12:27:59 +00:00,meu produto nao foi entregue,FazerTroca,produto entregue
267,2021-03-16 13:55:33 +00:00,preciso finalizar minha troca,FazerTroca,preciso finalizar troca
275,2021-05-14 15:12:33 +00:00,"quero pecas em atacado para revender, como faco?",FazerTroca,pecas atacado revender como faco
283,2021-04-22 14:45:01 +00:00,ja enviei o produto e a malwee ja o recebeu de volta quero saber quando terei meu credito.,FazerTroca,enviei produto malwee recebeu volta terei credito
288,2021-05-11 20:15:30 +00:00,a troca ,FazerTroca,troca
290,2021-04-27 11:55:44 +00:00,dimensoes do produto,FazerTroca,dimensoes produto
293,2021-04-08 13:51:26 +00:00,fiz troca e nao recebi,FazerTroca,troca recebi
298,2021-04-26 10:34:08 +00:00,"enviei uma jaqueta para troca, gostaria de saber se ja receberam",FazerTroca,enviei jaqueta troca gostaria receberam
299,2021-05-12 13:16:21 +00:00,qual a data de entrega ,FazerTroca,qual data entrega
311,2021-05-14 11:45:19 +00:00,bom dia gostaria de saber se vcs disponibilizam as medidas do produto? ,FazerTroca,gostaria vcs disponibilizam medidas produto
316,2021-05-15 14:32:24 +00:00,como usar o cupom de desconto,FazerTroca,como cupom desconto
333,2021-05-01 16:40:14 +00:00,informacao de que produto chegou nao procede ,FazerTroca,informacao produto chegou procede
334,2021-05-14 06:59:59 +00:00,guia de tamanhos ,FazerTroca,guia tamanhos
351,2021-04-21 21:18:31 +00:00,eu quero so receber o reembolso da peca que nao veio as outras pecas estao ok,FazerTroca,receber reembolso peca veio pecas estao ok
352,2021-04-22 12:29:01 +00:00,quero trocar uma calca jogging moletom preta que eu comprei,FazerTroca,trocar calca jogging moletom preta comprei
365,2021-05-11 20:39:34 +00:00,gostaria de algum codigo de desconto ,FazerTroca,gostaria algum codigo desconto
368,2021-05-02 12:30:29 +00:00,mascara antiviral tem que trocar 2 em 2 horas ?,FazerTroca,mascara antiviral trocar horas
370,2021-03-23 15:18:51 +00:00,boa tarde recebi meu pedido e gostaria de trocar um produto,FazerTroca,recebi pedido gostaria trocar produto
